from,rank,team,country,level,elo,to
1974-05-13,,Reggiana,ITA,2,1426.33752441,1974-05-19
1974-05-20,,Reggiana,ITA,2,1418.73681641,1974-05-26
1974-05-27,,Reggiana,ITA,2,1412.81079102,1974-06-02
1974-06-03,,Reggiana,ITA,2,1412.60754395,1974-06-09
1974-06-10,,Reggiana,ITA,2,1419.82666016,1974-06-16
1974-06-17,,Reggiana,ITA,2,1423.55749512,1974-09-18
1974-09-19,,Reggiana,ITA,2,1423.34765625,1974-09-25
1974-09-26,,Reggiana,ITA,2,1419.85192871,1974-09-29
1974-09-30,,Reggiana,ITA,2,1414.79089355,1974-10-02
1974-10-03,,Reggiana,ITA,2,1421.54467773,1974-10-06
1974-10-07,,Reggiana,ITA,2,1418.68408203,1974-10-13
1974-10-14,,Reggiana,ITA,2,1420.87072754,1974-10-20
1974-10-21,,Reggiana,ITA,2,1418.56604004,1974-10-23
1974-10-24,,Reggiana,ITA,2,1415.05981445,1974-10-27
1974-10-28,,Reggiana,ITA,2,1408.35705566,1974-11-03
1974-11-04,,Reggiana,ITA,2,1397.93493652,1974-11-06
1974-11-07,,Reggiana,ITA,2,1406.21008301,1974-11-10
1974-11-11,,Reggiana,ITA,2,1409.73291016,1974-11-17
1974-11-18,,Reggiana,ITA,2,1407.24829102,1974-11-24
1974-11-25,,Reggiana,ITA,2,1396.63244629,1974-11-27
1974-11-28,,Reggiana,ITA,2,1387.4050293,1974-12-01
1974-12-02,,Reggiana,ITA,2,1385.13916016,1974-12-08
1974-12-09,,Reggiana,ITA,2,1388.46154785,1974-12-11
1974-12-12,,Reggiana,ITA,2,1393.20947266,1974-12-15
1974-12-16,,Reggiana,ITA,2,1389.95483398,1974-12-22
1974-12-23,,Reggiana,ITA,2,1384.18237305,1975-01-05
1975-01-06,,Reggiana,ITA,2,1378.42016602,1975-01-12
1975-01-13,,Reggiana,ITA,2,1382.19689941,1975-01-19
1975-01-20,,Reggiana,ITA,2,1372.82946777,1975-01-26
1975-01-27,,Reggiana,ITA,2,1376.94885254,1975-02-02
1975-02-03,,Reggiana,ITA,2,1384.09741211,1975-02-09
1975-02-10,,Reggiana,ITA,2,1389.75744629,1975-02-16
1975-02-17,,Reggiana,ITA,2,1389.75415039,1975-02-23
1975-02-24,,Reggiana,ITA,2,1394.80493164,1975-03-02
1975-03-03,,Reggiana,ITA,2,1391.96057129,1975-03-05
1975-03-06,,Reggiana,ITA,2,1394.7845459,1975-03-09
1975-03-10,,Reggiana,ITA,2,1390.69116211,1975-03-16
1975-03-17,,Reggiana,ITA,2,1397.48327637,1975-03-19
1975-03-20,,Reggiana,ITA,2,1400.22216797,1975-03-23
1975-03-24,,Reggiana,ITA,2,1397.18725586,1975-03-30
1975-03-31,,Reggiana,ITA,2,1402.31494141,1975-04-06
1975-04-07,,Reggiana,ITA,2,1395.18737793,1975-04-09
1975-04-10,,Reggiana,ITA,2,1391.2076416,1975-04-13
1975-04-14,,Reggiana,ITA,2,1401.02441406,1975-04-20
1975-04-21,,Reggiana,ITA,2,1396.0032959,1975-04-23
1975-04-24,,Reggiana,ITA,2,1388.33691406,1975-04-27
1975-04-28,,Reggiana,ITA,2,1394.2232666,1975-05-04
1975-05-05,,Reggiana,ITA,2,1406.51391602,1975-05-11
1975-05-12,,Reggiana,ITA,2,1404.77282715,1975-05-18
1975-05-19,,Reggiana,ITA,2,1401.76696777,1975-05-25
1975-05-26,,Reggiana,ITA,2,1408.84399414,1975-06-01
1975-06-02,,Reggiana,ITA,2,1404.58959961,1975-06-08
1975-06-09,,Reggiana,ITA,2,1409.54711914,1975-06-15
1975-06-16,,Reggiana,ITA,2,1413.19836426,1975-06-22
1975-06-23,,Reggiana,ITA,2,1424.52587891,1975-09-16
1975-09-17,,Reggiana,ITA,2,1423.56494141,1975-09-17
1975-09-18,,Reggiana,ITA,2,1420.54321289,1975-09-28
1975-09-29,,Reggiana,ITA,2,1431.93737793,1975-10-01
1975-10-02,,Reggiana,ITA,2,1441.99682617,1975-10-05
1975-10-06,,Reggiana,ITA,2,1451.44055176,1975-10-12
1975-10-13,,Reggiana,ITA,2,1453.64770508,1975-10-19
1975-10-20,,Reggiana,ITA,2,1455.19848633,1975-10-22
1975-10-23,,Reggiana,ITA,2,1451.61560059,1975-10-26
1975-10-27,,Reggiana,ITA,2,1449.9197998,1975-11-02
1975-11-03,,Reggiana,ITA,2,1445.23901367,1975-11-05
1975-11-06,,Reggiana,ITA,2,1436.31677246,1975-11-09
1975-11-10,,Reggiana,ITA,2,1443.10412598,1975-11-16
1975-11-17,,Reggiana,ITA,2,1437.43652344,1975-11-23
1975-11-24,,Reggiana,ITA,2,1432.8605957,1975-11-26
1975-11-27,,Reggiana,ITA,2,1440.17675781,1975-11-30
1975-12-01,,Reggiana,ITA,2,1432.87011719,1975-12-07
1975-12-08,,Reggiana,ITA,2,1428.63537598,1975-12-10
1975-12-11,,Reggiana,ITA,2,1419.64782715,1975-12-14
1975-12-15,,Reggiana,ITA,2,1423.12023926,1975-12-21
1975-12-22,,Reggiana,ITA,2,1411.96142578,1976-01-04
1976-01-05,,Reggiana,ITA,2,1416.24328613,1976-01-11
1976-01-12,,Reggiana,ITA,2,1411.13806152,1976-01-18
1976-01-19,,Reggiana,ITA,2,1406.08081055,1976-01-25
1976-01-26,,Reggiana,ITA,2,1394.70080566,1976-02-01
1976-02-02,,Reggiana,ITA,2,1392.00512695,1976-02-08
1976-02-09,,Reggiana,ITA,2,1397.51940918,1976-02-15
1976-02-16,,Reggiana,ITA,2,1404.52587891,1976-02-22
1976-02-23,,Reggiana,ITA,2,1398.45788574,1976-02-29
1976-03-01,,Reggiana,ITA,2,1386.25793457,1976-03-03
1976-03-04,,Reggiana,ITA,2,1381.87304688,1976-03-07
1976-03-08,,Reggiana,ITA,2,1378.63452148,1976-03-14
1976-03-15,,Reggiana,ITA,2,1373.24743652,1976-03-17
1976-03-18,,Reggiana,ITA,2,1370.26525879,1976-03-21
1976-03-22,,Reggiana,ITA,2,1377.81420898,1976-03-28
1976-03-29,,Reggiana,ITA,2,1381.80529785,1976-04-04
1976-04-05,,Reggiana,ITA,2,1369.52832031,1976-04-11
1976-04-12,,Reggiana,ITA,2,1364.76293945,1976-04-18
1976-04-19,,Reggiana,ITA,2,1355.6138916,1976-04-25
1976-04-26,,Reggiana,ITA,2,1348.55407715,1976-05-02
1976-05-03,,Reggiana,ITA,2,1345.71350098,1976-05-09
1976-05-10,,Reggiana,ITA,2,1342.29284668,1976-05-16
1976-05-17,,Reggiana,ITA,2,1340.45825195,1976-05-23
1976-05-24,,Reggiana,ITA,2,1335.96289062,1976-05-30
1976-05-31,,Reggiana,ITA,2,1327.1730957,1976-06-06
1976-06-07,,Reggiana,ITA,2,1321.58935547,1976-06-13
1976-06-14,,Reggiana,ITA,2,1317.6204834,1976-06-20
1976-06-21,,Reggiana,ITA,2,1310.19287109,1976-07-03
1981-07-01,,Reggiana,ITA,2,1323.37878418,1981-09-13
1981-09-14,,Reggiana,ITA,2,1327.4387207,1981-09-16
1981-09-17,,Reggiana,ITA,2,1323.08911133,1981-09-20
1981-09-21,,Reggiana,ITA,2,1308.11193848,1981-09-27
1981-09-28,,Reggiana,ITA,2,1312.85290527,1981-09-30
1981-10-01,,Reggiana,ITA,2,1319.05151367,1981-10-04
1981-10-05,,Reggiana,ITA,2,1318.77282715,1981-10-11
1981-10-12,,Reggiana,ITA,2,1309.07800293,1981-10-18
1981-10-19,,Reggiana,ITA,2,1309.94689941,1981-10-21
1981-10-22,,Reggiana,ITA,2,1297.13903809,1981-10-25
1981-10-26,,Reggiana,ITA,2,1309.86694336,1981-11-01
1981-11-02,,Reggiana,ITA,2,1325.42016602,1981-11-04
1981-11-05,,Reggiana,ITA,2,1315.11462402,1981-11-08
1981-11-09,,Reggiana,ITA,2,1319.10546875,1981-11-15
1981-11-16,,Reggiana,ITA,2,1317.21105957,1981-11-22
1981-11-23,,Reggiana,ITA,2,1312.79553223,1981-11-29
1981-11-30,,Reggiana,ITA,2,1314.03735352,1981-12-06
1981-12-07,,Reggiana,ITA,2,1308.99694824,1981-12-13
1981-12-14,,Reggiana,ITA,2,1322.99584961,1981-12-20
1981-12-21,,Reggiana,ITA,2,1328.68884277,1982-01-03
1982-01-04,,Reggiana,ITA,2,1322.88891602,1982-01-10
1982-01-11,,Reggiana,ITA,2,1321.70397949,1982-01-17
1982-01-18,,Reggiana,ITA,2,1318.92004395,1982-01-24
1982-01-25,,Reggiana,ITA,2,1310.34033203,1982-02-07
1982-02-08,,Reggiana,ITA,2,1307.96643066,1982-02-14
1982-02-15,,Reggiana,ITA,2,1297.83947754,1982-02-21
1982-02-22,,Reggiana,ITA,2,1297.5612793,1982-02-28
1982-03-01,,Reggiana,ITA,2,1301.87158203,1982-03-07
1982-03-08,,Reggiana,ITA,2,1299.21813965,1982-03-14
1982-03-15,,Reggiana,ITA,2,1303.85876465,1982-03-21
1982-03-22,,Reggiana,ITA,2,1312.4119873,1982-03-28
1982-03-29,,Reggiana,ITA,2,1305.86291504,1982-04-04
1982-04-05,,Reggiana,ITA,2,1304.12109375,1982-04-11
1982-04-12,,Reggiana,ITA,2,1315.15478516,1982-04-18
1982-04-19,,Reggiana,ITA,2,1315.34985352,1982-04-25
1982-04-26,,Reggiana,ITA,2,1320.69421387,1982-05-02
1982-05-03,,Reggiana,ITA,2,1318.18371582,1982-05-09
1982-05-10,,Reggiana,ITA,2,1319.29162598,1982-05-16
1982-05-17,,Reggiana,ITA,2,1322.35473633,1982-05-23
1982-05-24,,Reggiana,ITA,2,1328.85888672,1982-05-30
1982-05-31,,Reggiana,ITA,2,1333.66882324,1982-06-06
1982-06-07,,Reggiana,ITA,2,1342.59692383,1982-06-13
1982-06-14,,Reggiana,ITA,2,1347.67822266,1982-09-12
1982-09-13,,Reggiana,ITA,2,1347.01794434,1982-09-15
1982-09-16,,Reggiana,ITA,2,1356.15185547,1982-09-19
1982-09-20,,Reggiana,ITA,2,1350.26538086,1982-09-26
1982-09-27,,Reggiana,ITA,2,1339.8125,1982-09-29
1982-09-30,,Reggiana,ITA,2,1343.35058594,1982-10-03
1982-10-04,,Reggiana,ITA,2,1346.97509766,1982-10-10
1982-10-11,,Reggiana,ITA,2,1346.26489258,1982-10-17
1982-10-18,,Reggiana,ITA,2,1349.37719727,1982-10-20
1982-10-21,,Reggiana,ITA,2,1349.80102539,1982-10-24
1982-10-25,,Reggiana,ITA,2,1340.43359375,1982-10-31
1982-11-01,,Reggiana,ITA,2,1336.36938477,1982-11-03
1982-11-04,,Reggiana,ITA,2,1343.8203125,1982-11-07
1982-11-08,,Reggiana,ITA,2,1354.07580566,1982-11-14
1982-11-15,,Reggiana,ITA,2,1358.55810547,1982-11-21
1982-11-22,,Reggiana,ITA,2,1355.9732666,1982-11-24
1982-11-25,,Reggiana,ITA,2,1356.44494629,1982-11-28
1982-11-29,,Reggiana,ITA,2,1362.26000977,1982-12-05
1982-12-06,,Reggiana,ITA,2,1366.03027344,1982-12-08
1982-12-09,,Reggiana,ITA,2,1376.23828125,1982-12-12
1982-12-13,,Reggiana,ITA,2,1376.89624023,1982-12-19
1982-12-20,,Reggiana,ITA,2,1371.82531738,1983-01-02
1983-01-03,,Reggiana,ITA,2,1367.50036621,1983-01-09
1983-01-10,,Reggiana,ITA,2,1367.64990234,1983-01-16
1983-01-17,,Reggiana,ITA,2,1360.39624023,1983-01-23
1983-01-24,,Reggiana,ITA,2,1358.41357422,1983-01-30
1983-01-31,,Reggiana,ITA,2,1353.78210449,1983-02-13
1983-02-14,,Reggiana,ITA,2,1351.09326172,1983-02-20
1983-02-21,,Reggiana,ITA,2,1354.40942383,1983-02-27
1983-02-28,,Reggiana,ITA,2,1362.01977539,1983-03-02
1983-03-03,,Reggiana,ITA,2,1360.47094727,1983-03-06
1983-03-07,,Reggiana,ITA,2,1365.70471191,1983-03-13
1983-03-14,,Reggiana,ITA,2,1363.32946777,1983-03-16
1983-03-17,,Reggiana,ITA,2,1366.00024414,1983-03-20
1983-03-21,,Reggiana,ITA,2,1370.59802246,1983-03-27
1983-03-28,,Reggiana,ITA,2,1377.50964355,1983-04-02
1983-04-03,,Reggiana,ITA,2,1369.66101074,1983-04-06
1983-04-07,,Reggiana,ITA,2,1371.26403809,1983-04-10
1983-04-11,,Reggiana,ITA,2,1379.92626953,1983-04-17
1983-04-18,,Reggiana,ITA,2,1369.23364258,1983-04-20
1983-04-21,,Reggiana,ITA,2,1370.4296875,1983-04-24
1983-04-25,,Reggiana,ITA,2,1373.66918945,1983-05-01
1983-05-02,,Reggiana,ITA,2,1372.10131836,1983-05-08
1983-05-09,,Reggiana,ITA,2,1377.31945801,1983-05-15
1983-05-16,,Reggiana,ITA,2,1374.28088379,1983-05-22
1983-05-23,,Reggiana,ITA,2,1368.32226562,1983-05-25
1983-05-26,,Reggiana,ITA,2,1365.64147949,1983-05-29
1983-05-30,,Reggiana,ITA,2,1361.30407715,1983-06-05
1983-06-06,,Reggiana,ITA,2,1367.71948242,1983-06-12
1983-06-13,,Reggiana,ITA,2,1370.99194336,1983-07-01
1989-07-02,,Reggiana,ITA,2,1477.24926758,1989-08-27
1989-08-28,,Reggiana,ITA,2,1479.4239502,1989-09-03
1989-09-04,,Reggiana,ITA,2,1492.36022949,1989-09-10
1989-09-11,,Reggiana,ITA,2,1490.60986328,1989-09-12
1989-09-13,,Reggiana,ITA,2,1491.80615234,1989-09-13
1989-09-14,,Reggiana,ITA,2,1488.40527344,1989-09-14
1989-09-15,,Reggiana,ITA,2,1488.6171875,1989-09-17
1989-09-18,,Reggiana,ITA,2,1483.69433594,1989-09-24
1989-09-25,,Reggiana,ITA,2,1491.79980469,1989-09-26
1989-09-27,,Reggiana,ITA,2,1491.79736328,1989-09-27
1989-09-28,,Reggiana,ITA,2,1476.78967285,1989-10-01
1989-10-02,,Reggiana,ITA,2,1473.94812012,1989-10-08
1989-10-09,,Reggiana,ITA,2,1471.12597656,1989-10-15
1989-10-16,,Reggiana,ITA,2,1475.04956055,1989-10-17
1989-10-18,,Reggiana,ITA,2,1477.55004883,1989-10-18
1989-10-19,,Reggiana,ITA,2,1480.69287109,1989-10-22
1989-10-23,,Reggiana,ITA,2,1487.70788574,1989-10-29
1989-10-30,,Reggiana,ITA,2,1491.14282227,1989-11-01
1989-11-02,,Reggiana,ITA,2,1501.05810547,1989-11-05
1989-11-06,,Reggiana,ITA,2,1503.54064941,1989-11-12
1989-11-13,,Reggiana,ITA,2,1500.53747559,1989-11-19
1989-11-20,,Reggiana,ITA,2,1511.51379395,1989-11-22
1989-11-23,,Reggiana,ITA,2,1504.4576416,1989-11-26
1989-11-27,,Reggiana,ITA,2,1502.5670166,1989-12-03
1989-12-04,,Reggiana,ITA,2,1506.84399414,1989-12-06
1989-12-07,,Reggiana,ITA,2,1506.30297852,1989-12-10
1989-12-11,,Reggiana,ITA,2,1503.72351074,1989-12-17
1989-12-18,,Reggiana,ITA,2,1495.8067627,1989-12-30
1989-12-31,,Reggiana,ITA,2,1483.39160156,1990-01-07
1990-01-08,,Reggiana,ITA,2,1486.12634277,1990-01-21
1990-01-22,,Reggiana,ITA,2,1481.69567871,1990-01-28
1990-01-29,,Reggiana,ITA,2,1487.62329102,1990-02-04
1990-02-05,,Reggiana,ITA,2,1499.01745605,1990-02-11
1990-02-12,,Reggiana,ITA,2,1506.9777832,1990-02-18
1990-02-19,,Reggiana,ITA,2,1509.94763184,1990-02-25
1990-02-26,,Reggiana,ITA,2,1510.61486816,1990-03-04
1990-03-05,,Reggiana,ITA,2,1504.84277344,1990-03-07
1990-03-08,,Reggiana,ITA,2,1512.74328613,1990-03-11
1990-03-12,,Reggiana,ITA,2,1522.03027344,1990-03-18
1990-03-19,,Reggiana,ITA,2,1525.93774414,1990-03-21
1990-03-22,,Reggiana,ITA,2,1530.30761719,1990-03-22
1990-03-23,,Reggiana,ITA,2,1531.02758789,1990-03-25
1990-03-26,,Reggiana,ITA,2,1517.88342285,1990-04-01
1990-04-02,,Reggiana,ITA,2,1528.27258301,1990-04-03
1990-04-04,,Reggiana,ITA,2,1533.81518555,1990-04-04
1990-04-05,,Reggiana,ITA,2,1534.29528809,1990-04-14
1990-04-15,,Reggiana,ITA,2,1537.94360352,1990-04-17
1990-04-18,,Reggiana,ITA,2,1539.19641113,1990-04-18
1990-04-19,,Reggiana,ITA,2,1547.84191895,1990-04-22
1990-04-23,,Reggiana,ITA,2,1543.5411377,1990-04-29
1990-04-30,,Reggiana,ITA,2,1538.96936035,1990-05-06
1990-05-07,,Reggiana,ITA,2,1545.93725586,1990-05-09
1990-05-10,,Reggiana,ITA,2,1550.45117188,1990-05-13
1990-05-14,,Reggiana,ITA,2,1553.32788086,1990-05-20
1990-05-21,,Reggiana,ITA,2,1559.82617188,1990-05-23
1990-05-24,,Reggiana,ITA,2,1561.68518066,1990-05-27
1990-05-28,,Reggiana,ITA,2,1555.57995605,1990-06-03
1990-06-04,,Reggiana,ITA,2,1553.20507812,1990-09-09
1990-09-10,,Reggiana,ITA,2,1548.35131836,1990-09-16
1990-09-17,,Reggiana,ITA,2,1544.32495117,1990-09-19
1990-09-20,,Reggiana,ITA,2,1542.74523926,1990-09-23
1990-09-24,,Reggiana,ITA,2,1536.36547852,1990-09-30
1990-10-01,,Reggiana,ITA,2,1553.58996582,1990-10-03
1990-10-04,,Reggiana,ITA,2,1569.41918945,1990-10-07
1990-10-08,,Reggiana,ITA,2,1573.81311035,1990-10-14
1990-10-15,,Reggiana,ITA,2,1572.47412109,1990-10-21
1990-10-22,,Reggiana,ITA,2,1577.47460938,1990-10-24
1990-10-25,,Reggiana,ITA,2,1569.15258789,1990-10-28
1990-10-29,,Reggiana,ITA,2,1581.85998535,1990-11-04
1990-11-05,,Reggiana,ITA,2,1587.61608887,1990-11-07
1990-11-08,99.0,Reggiana,ITA,2,1606.52294922,1990-11-10
1990-11-11,,Reggiana,ITA,2,1606.52294922,1990-11-11
1990-11-12,,Reggiana,ITA,2,1600.59631348,1990-11-18
1990-11-19,,Reggiana,ITA,2,1590.3470459,1990-11-25
1990-11-26,,Reggiana,ITA,2,1601.51171875,1990-11-28
1990-11-29,,Reggiana,ITA,2,1601.37304688,1990-12-02
1990-12-03,,Reggiana,ITA,2,1597.64208984,1990-12-09
1990-12-10,,Reggiana,ITA,2,1601.4354248,1990-12-12
1990-12-13,100.0,Reggiana,ITA,2,1608.9777832,1990-12-16
1990-12-17,,Reggiana,ITA,2,1604.29663086,1990-12-30
1990-12-31,96.0,Reggiana,ITA,2,1612.2109375,1991-01-06
1991-01-07,91.0,Reggiana,ITA,2,1622.57983398,1991-01-13
1991-01-14,89.0,Reggiana,ITA,2,1625.93395996,1991-01-20
1991-01-21,90.0,Reggiana,ITA,2,1618.68969727,1991-01-27
1991-01-28,87.0,Reggiana,ITA,2,1625.65710449,1991-01-30
1991-01-31,88.0,Reggiana,ITA,2,1625.65710449,1991-02-03
1991-02-04,86.0,Reggiana,ITA,2,1627.39855957,1991-02-10
1991-02-11,87.0,Reggiana,ITA,2,1622.64318848,1991-02-17
1991-02-18,85.0,Reggiana,ITA,2,1626.94897461,1991-02-24
1991-02-25,86.0,Reggiana,ITA,2,1626.94897461,1991-03-01
1991-03-02,85.0,Reggiana,ITA,2,1626.94897461,1991-03-03
1991-03-04,94.0,Reggiana,ITA,2,1614.70629883,1991-03-06
1991-03-07,95.0,Reggiana,ITA,2,1613.2487793,1991-03-09
1991-03-10,94.0,Reggiana,ITA,2,1613.2487793,1991-03-10
1991-03-11,,Reggiana,ITA,2,1607.17077637,1991-03-14
1991-03-15,100.0,Reggiana,ITA,2,1607.17077637,1991-03-16
1991-03-17,,Reggiana,ITA,2,1607.17077637,1991-03-17
1991-03-18,99.0,Reggiana,ITA,2,1608.84594727,1991-03-20
1991-03-21,,Reggiana,ITA,2,1595.38317871,1991-03-24
1991-03-25,,Reggiana,ITA,2,1599.40649414,1991-03-30
1991-03-31,,Reggiana,ITA,2,1590.65783691,1991-04-07
1991-04-08,,Reggiana,ITA,2,1598.06811523,1991-04-10
1991-04-11,,Reggiana,ITA,2,1596.24414062,1991-04-21
1991-04-22,,Reggiana,ITA,2,1592.43811035,1991-04-24
1991-04-25,,Reggiana,ITA,2,1593.42895508,1991-04-28
1991-04-29,,Reggiana,ITA,2,1588.65722656,1991-05-05
1991-05-06,,Reggiana,ITA,2,1580.6171875,1991-05-12
1991-05-13,,Reggiana,ITA,2,1578.68908691,1991-05-19
1991-05-20,,Reggiana,ITA,2,1580.28015137,1991-05-26
1991-05-27,,Reggiana,ITA,2,1574.26220703,1991-06-02
1991-06-03,,Reggiana,ITA,2,1570.72802734,1991-06-09
1991-06-10,,Reggiana,ITA,2,1580.82983398,1991-06-16
1991-06-17,,Reggiana,ITA,2,1578.60107422,1991-09-01
1991-09-02,,Reggiana,ITA,2,1584.98950195,1991-09-08
1991-09-09,,Reggiana,ITA,2,1594.6270752,1991-09-15
1991-09-16,,Reggiana,ITA,2,1599.16271973,1991-09-18
1991-09-19,,Reggiana,ITA,2,1600.64562988,1991-09-19
1991-09-20,,Reggiana,ITA,2,1599.29882812,1991-09-22
1991-09-23,93.0,Reggiana,ITA,2,1611.97607422,1991-09-26
1991-09-27,92.0,Reggiana,ITA,2,1611.97607422,1991-09-29
1991-09-30,95.0,Reggiana,ITA,2,1608.81176758,1991-10-01
1991-10-02,99.0,Reggiana,ITA,2,1607.74804688,1991-10-02
1991-10-03,,Reggiana,ITA,2,1592.3137207,1991-10-03
1991-10-04,,Reggiana,ITA,2,1596.36633301,1991-10-06
1991-10-07,,Reggiana,ITA,2,1589.56970215,1991-10-13
1991-10-14,,Reggiana,ITA,2,1585.5369873,1991-10-20
1991-10-21,,Reggiana,ITA,2,1591.67590332,1991-10-23
1991-10-24,,Reggiana,ITA,2,1592.27893066,1991-10-24
1991-10-25,,Reggiana,ITA,2,1593.40209961,1991-10-27
1991-10-28,,Reggiana,ITA,2,1585.64355469,1991-11-03
1991-11-04,,Reggiana,ITA,2,1582.55090332,1991-11-06
1991-11-07,,Reggiana,ITA,2,1585.8067627,1991-11-10
1991-11-11,,Reggiana,ITA,2,1601.49108887,1991-11-17
1991-11-18,,Reggiana,ITA,2,1598.03796387,1991-11-24
1991-11-25,,Reggiana,ITA,2,1593.69677734,1991-11-27
1991-11-28,,Reggiana,ITA,2,1598.82861328,1991-12-01
1991-12-02,,Reggiana,ITA,2,1602.90539551,1991-12-08
1991-12-09,,Reggiana,ITA,2,1591.84387207,1991-12-11
1991-12-12,,Reggiana,ITA,2,1591.83032227,1991-12-15
1991-12-16,,Reggiana,ITA,2,1595.44287109,1991-12-22
1991-12-23,,Reggiana,ITA,2,1601.36865234,1992-01-12
1992-01-13,93.0,Reggiana,ITA,2,1612.73205566,1992-01-18
1992-01-19,95.0,Reggiana,ITA,2,1612.73205566,1992-01-19
1992-01-20,96.0,Reggiana,ITA,2,1609.59851074,1992-01-26
1992-01-27,,Reggiana,ITA,2,1598.93884277,1992-02-02
1992-02-03,,Reggiana,ITA,2,1593.49169922,1992-02-09
1992-02-10,,Reggiana,ITA,2,1603.69262695,1992-02-16
1992-02-17,,Reggiana,ITA,2,1585.02905273,1992-02-23
1992-02-24,,Reggiana,ITA,2,1588.79296875,1992-03-01
1992-03-02,,Reggiana,ITA,2,1584.08056641,1992-03-04
1992-03-05,,Reggiana,ITA,2,1585.33374023,1992-03-15
1992-03-16,,Reggiana,ITA,2,1588.36401367,1992-03-18
1992-03-19,,Reggiana,ITA,2,1590.58325195,1992-03-19
1992-03-20,,Reggiana,ITA,2,1590.75744629,1992-03-22
1992-03-23,,Reggiana,ITA,2,1592.76379395,1992-03-29
1992-03-30,,Reggiana,ITA,2,1590.34082031,1992-04-01
1992-04-02,,Reggiana,ITA,2,1590.83032227,1992-04-05
1992-04-06,,Reggiana,ITA,2,1586.16125488,1992-04-12
1992-04-13,,Reggiana,ITA,2,1583.48730469,1992-04-15
1992-04-16,,Reggiana,ITA,2,1585.71350098,1992-04-18
1992-04-19,,Reggiana,ITA,2,1596.50549316,1992-04-29
1992-04-30,,Reggiana,ITA,2,1593.44274902,1992-05-03
1992-05-04,,Reggiana,ITA,2,1590.12194824,1992-05-10
1992-05-11,,Reggiana,ITA,2,1592.45251465,1992-05-13
1992-05-14,,Reggiana,ITA,2,1592.11364746,1992-05-17
1992-05-18,,Reggiana,ITA,2,1579.58496094,1992-05-20
1992-05-21,,Reggiana,ITA,2,1575.86865234,1992-05-24
1992-05-25,,Reggiana,ITA,2,1566.61962891,1992-05-31
1992-06-01,,Reggiana,ITA,2,1560.34912109,1992-06-07
1992-06-08,,Reggiana,ITA,2,1557.9329834,1992-06-14
1992-06-15,,Reggiana,ITA,2,1553.12414551,1992-09-06
1992-09-07,,Reggiana,ITA,2,1551.72473145,1992-09-13
1992-09-14,,Reggiana,ITA,2,1556.97155762,1992-09-16
1992-09-17,,Reggiana,ITA,2,1563.40026855,1992-09-20
1992-09-21,,Reggiana,ITA,2,1569.9666748,1992-09-27
1992-09-28,,Reggiana,ITA,2,1586.01135254,1992-09-29
1992-09-30,,Reggiana,ITA,2,1586.01879883,1992-09-30
1992-10-01,,Reggiana,ITA,2,1587.09130859,1992-10-01
1992-10-02,,Reggiana,ITA,2,1587.53430176,1992-10-04
1992-10-05,100.0,Reggiana,ITA,2,1597.81665039,1992-10-06
1992-10-07,,Reggiana,ITA,2,1597.81665039,1992-10-09
1992-10-10,100.0,Reggiana,ITA,2,1597.81665039,1992-10-10
1992-10-11,,Reggiana,ITA,2,1597.81665039,1992-10-11
1992-10-12,99.0,Reggiana,ITA,2,1599.42785645,1992-10-16
1992-10-17,100.0,Reggiana,ITA,2,1599.42785645,1992-10-18
1992-10-19,95.0,Reggiana,ITA,2,1604.00488281,1992-10-20
1992-10-21,95.0,Reggiana,ITA,2,1605.21643066,1992-10-21
1992-10-22,,Reggiana,ITA,2,1596.00109863,1992-10-22
1992-10-23,,Reggiana,ITA,2,1589.82421875,1992-10-25
1992-10-26,,Reggiana,ITA,2,1590.1204834,1992-11-01
1992-11-02,,Reggiana,ITA,2,1594.65283203,1992-11-03
1992-11-04,,Reggiana,ITA,2,1594.57922363,1992-11-04
1992-11-05,96.0,Reggiana,ITA,2,1599.34399414,1992-11-05
1992-11-06,98.0,Reggiana,ITA,2,1596.77770996,1992-11-07
1992-11-08,95.0,Reggiana,ITA,2,1596.77770996,1992-11-08
1992-11-09,94.0,Reggiana,ITA,2,1599.39648438,1992-11-09
1992-11-10,93.0,Reggiana,ITA,2,1599.39648438,1992-11-14
1992-11-15,95.0,Reggiana,ITA,2,1599.39648438,1992-11-15
1992-11-16,93.0,Reggiana,ITA,2,1602.18884277,1992-11-19
1992-11-20,94.0,Reggiana,ITA,2,1602.18884277,1992-11-22
1992-11-23,89.0,Reggiana,ITA,2,1608.55163574,1992-11-24
1992-11-25,90.0,Reggiana,ITA,2,1608.55163574,1992-11-25
1992-11-26,88.0,Reggiana,ITA,2,1610.91174316,1992-11-26
1992-11-27,87.0,Reggiana,ITA,2,1610.91174316,1992-11-28
1992-11-29,85.0,Reggiana,ITA,2,1610.91174316,1992-11-29
1992-11-30,80.0,Reggiana,ITA,2,1617.29418945,1992-12-03
1992-12-04,81.0,Reggiana,ITA,2,1617.29418945,1992-12-06
1992-12-07,75.0,Reggiana,ITA,2,1624.83740234,1992-12-08
1992-12-09,76.0,Reggiana,ITA,2,1624.83740234,1992-12-09
1992-12-10,69.0,Reggiana,ITA,2,1628.06884766,1992-12-10
1992-12-11,68.0,Reggiana,ITA,2,1629.28857422,1992-12-12
1992-12-13,69.0,Reggiana,ITA,2,1629.28857422,1992-12-13
