from,rank,team,country,level,elo,to
1948-07-04,,Reggiana,ITA,2,1471.3972168,1948-09-19
1948-09-20,,Reggiana,ITA,2,1464.53125,1948-09-26
1948-09-27,,Reggiana,ITA,2,1476.14465332,1948-10-03
1948-10-04,,Reggiana,ITA,2,1495.20776367,1948-10-10
1948-10-11,,Reggiana,ITA,2,1482.86645508,1948-10-17
1948-10-18,,Reggiana,ITA,2,1494.83508301,1948-10-24
1948-10-25,,Reggiana,ITA,2,1510.42871094,1948-10-31
1948-11-01,,Reggiana,ITA,2,1508.74279785,1948-11-04
1948-11-05,,Reggiana,ITA,2,1501.08435059,1948-11-07
1948-11-08,,Reggiana,ITA,2,1489.1385498,1948-11-14
1948-11-15,,Reggiana,ITA,2,1487.32189941,1948-11-21
1948-11-22,,Reggiana,ITA,2,1475.92285156,1948-11-28
1948-11-29,,Reggiana,ITA,2,1481.59484863,1948-12-05
1948-12-06,,Reggiana,ITA,2,1476.83984375,1948-12-12
1948-12-13,,Reggiana,ITA,2,1484.75317383,1948-12-19
1948-12-20,,Reggiana,ITA,2,1480.25708008,1948-12-26
1948-12-27,,Reggiana,ITA,2,1475.75244141,1948-12-30
1948-12-31,,Reggiana,ITA,2,1471.0546875,1949-01-02
1949-01-03,,Reggiana,ITA,2,1482.13439941,1949-01-06
1949-01-07,,Reggiana,ITA,2,1478.24499512,1949-01-09
1949-01-10,,Reggiana,ITA,2,1466.12512207,1949-01-16
1949-01-17,,Reggiana,ITA,2,1462.95080566,1949-01-23
1949-01-24,,Reggiana,ITA,2,1452.29956055,1949-01-30
1949-01-31,,Reggiana,ITA,2,1457.03894043,1949-02-06
1949-02-07,,Reggiana,ITA,2,1465.73339844,1949-02-13
1949-02-14,,Reggiana,ITA,2,1460.71374512,1949-02-20
1949-02-21,,Reggiana,ITA,2,1467.62316895,1949-03-05
1949-03-06,,Reggiana,ITA,2,1469.62316895,1949-03-06
1949-03-07,,Reggiana,ITA,2,1464.57543945,1949-03-13
1949-03-14,,Reggiana,ITA,2,1461.20471191,1949-03-20
1949-03-21,,Reggiana,ITA,2,1465.16955566,1949-04-02
1949-04-03,,Reggiana,ITA,2,1477.16955566,1949-04-03
1949-04-04,,Reggiana,ITA,2,1472.43371582,1949-04-10
1949-04-11,,Reggiana,ITA,2,1479.88952637,1949-04-17
1949-04-18,,Reggiana,ITA,2,1476.42211914,1949-04-24
1949-04-25,,Reggiana,ITA,2,1472.7331543,1949-05-01
1949-05-02,,Reggiana,ITA,2,1480.70007324,1949-05-08
1949-05-09,,Reggiana,ITA,2,1489.27160645,1949-05-15
1949-05-16,,Reggiana,ITA,2,1483.49645996,1949-05-25
1949-05-26,,Reggiana,ITA,2,1489.49645996,1949-05-29
1949-05-30,,Reggiana,ITA,2,1495.53796387,1949-06-05
1949-06-06,,Reggiana,ITA,2,1499.66918945,1949-06-12
1949-06-13,,Reggiana,ITA,2,1496.27758789,1949-06-16
1949-06-17,,Reggiana,ITA,2,1492.27758789,1949-06-19
1949-06-20,,Reggiana,ITA,2,1503.56494141,1949-06-26
1949-06-27,,Reggiana,ITA,2,1525.10595703,1949-06-29
1949-06-30,,Reggiana,ITA,2,1436.91357422,1949-07-02
1949-07-03,,Reggiana,ITA,2,1443.25097656,1949-07-03
1949-07-04,,Reggiana,ITA,2,1449.55310059,1949-09-11
1949-09-12,,Reggiana,ITA,2,1423.09936523,1949-09-18
1949-09-19,,Reggiana,ITA,2,1420.72851562,1949-09-25
1949-09-26,,Reggiana,ITA,2,1427.94030762,1949-10-02
1949-10-03,,Reggiana,ITA,2,1423.55639648,1949-10-09
1949-10-10,,Reggiana,ITA,2,1427.91345215,1949-10-16
1949-10-17,,Reggiana,ITA,2,1426.27587891,1949-10-23
1949-10-24,,Reggiana,ITA,2,1423.70092773,1949-10-30
1949-10-31,,Reggiana,ITA,2,1420.52355957,1949-11-06
1949-11-07,,Reggiana,ITA,2,1416.78991699,1949-11-13
1949-11-14,,Reggiana,ITA,2,1421.13745117,1949-11-20
1949-11-21,,Reggiana,ITA,2,1438.64501953,1949-11-27
1949-11-28,,Reggiana,ITA,2,1454.62353516,1949-12-04
1949-12-05,,Reggiana,ITA,2,1451.49499512,1949-12-08
1949-12-09,,Reggiana,ITA,2,1457.37365723,1949-12-11
1949-12-12,,Reggiana,ITA,2,1452.0925293,1949-12-18
1949-12-19,,Reggiana,ITA,2,1436.42773438,1949-12-26
1949-12-27,,Reggiana,ITA,2,1441.03405762,1950-01-01
1950-01-02,,Reggiana,ITA,2,1436.7434082,1950-01-08
1950-01-09,,Reggiana,ITA,2,1441.22546387,1950-01-15
1950-01-16,,Reggiana,ITA,2,1434.90185547,1950-01-22
1950-01-23,,Reggiana,ITA,2,1430.46826172,1950-01-29
1950-01-30,,Reggiana,ITA,2,1426.38684082,1950-02-05
1950-02-06,,Reggiana,ITA,2,1415.41772461,1950-02-12
1950-02-13,,Reggiana,ITA,2,1409.18603516,1950-02-19
1950-02-20,,Reggiana,ITA,2,1403.8494873,1950-02-26
1950-02-27,,Reggiana,ITA,2,1410.39172363,1950-03-12
1950-03-13,,Reggiana,ITA,2,1408.73327637,1950-03-19
1950-03-20,,Reggiana,ITA,2,1406.37817383,1950-03-26
1950-03-27,,Reggiana,ITA,2,1394.06054688,1950-04-02
1950-04-03,,Reggiana,ITA,2,1399.1796875,1950-04-09
1950-04-10,,Reggiana,ITA,2,1406.08813477,1950-04-16
1950-04-17,,Reggiana,ITA,2,1393.67272949,1950-04-23
1950-04-24,,Reggiana,ITA,2,1399.54724121,1950-04-30
1950-05-01,,Reggiana,ITA,2,1397.32861328,1950-05-07
1950-05-08,,Reggiana,ITA,2,1406.78112793,1950-05-14
1950-05-15,,Reggiana,ITA,2,1413.55737305,1950-05-21
1950-05-22,,Reggiana,ITA,2,1433.1607666,1950-05-28
1950-05-29,,Reggiana,ITA,2,1426.39025879,1950-06-04
1950-06-05,,Reggiana,ITA,2,1432.4909668,1950-06-11
1950-06-12,,Reggiana,ITA,2,1428.75024414,1950-06-14
1950-06-15,,Reggiana,ITA,2,1401.81188965,1950-06-16
1950-06-17,,Reggiana,ITA,2,1386.42858887,1950-06-18
1950-06-19,,Reggiana,ITA,2,1381.8684082,1950-06-25
1950-06-26,,Reggiana,ITA,2,1386.31469727,1950-09-10
1950-09-11,,Reggiana,ITA,2,1394.23730469,1950-09-17
1950-09-18,,Reggiana,ITA,2,1398.33996582,1950-09-24
1950-09-25,,Reggiana,ITA,2,1404.29870605,1950-10-01
1950-10-02,,Reggiana,ITA,2,1409.90100098,1950-10-08
1950-10-09,,Reggiana,ITA,2,1415.44104004,1950-10-15
1950-10-16,,Reggiana,ITA,2,1405.33422852,1950-10-22
1950-10-23,,Reggiana,ITA,2,1415.73034668,1950-10-29
1950-10-30,,Reggiana,ITA,2,1420.99255371,1950-11-05
1950-11-06,,Reggiana,ITA,2,1415.14453125,1950-11-12
1950-11-13,,Reggiana,ITA,2,1407.45837402,1950-11-19
1950-11-20,,Reggiana,ITA,2,1395.39807129,1950-12-03
1950-12-04,,Reggiana,ITA,2,1400.28137207,1950-12-10
1950-12-11,,Reggiana,ITA,2,1410.75939941,1950-12-17
1950-12-18,,Reggiana,ITA,2,1420.1015625,1950-12-24
1950-12-25,,Reggiana,ITA,2,1411.47888184,1950-12-31
1951-01-01,,Reggiana,ITA,2,1415.49035645,1951-01-07
1951-01-08,,Reggiana,ITA,2,1410.26782227,1951-01-14
1951-01-15,,Reggiana,ITA,2,1405.66674805,1951-01-21
1951-01-22,,Reggiana,ITA,2,1400.0847168,1951-01-28
1951-01-29,,Reggiana,ITA,2,1405.73974609,1951-02-04
1951-02-05,,Reggiana,ITA,2,1402.83496094,1951-02-11
1951-02-12,,Reggiana,ITA,2,1397.22314453,1951-02-18
1951-02-19,,Reggiana,ITA,2,1391.34008789,1951-02-25
1951-02-26,,Reggiana,ITA,2,1396.75671387,1951-03-04
1951-03-05,,Reggiana,ITA,2,1391.29638672,1951-03-11
1951-03-12,,Reggiana,ITA,2,1398.25244141,1951-03-18
1951-03-19,,Reggiana,ITA,2,1401.15478516,1951-03-25
1951-03-26,,Reggiana,ITA,2,1397.28405762,1951-04-01
1951-04-02,,Reggiana,ITA,2,1401.43676758,1951-04-08
1951-04-09,,Reggiana,ITA,2,1406.01403809,1951-04-15
1951-04-16,,Reggiana,ITA,2,1411.92028809,1951-04-29
1951-04-30,,Reggiana,ITA,2,1407.49377441,1951-05-06
1951-05-07,,Reggiana,ITA,2,1400.84179688,1951-05-13
1951-05-14,,Reggiana,ITA,2,1399.06958008,1951-05-20
1951-05-21,,Reggiana,ITA,2,1403.01525879,1951-05-27
1951-05-28,,Reggiana,ITA,2,1399.29797363,1951-06-03
1951-06-04,,Reggiana,ITA,2,1403.4387207,1951-06-10
1951-06-11,,Reggiana,ITA,2,1397.21435547,1951-06-17
1951-06-18,,Reggiana,ITA,2,1392.32788086,1951-06-20
1951-06-21,,Reggiana,ITA,2,1415.68078613,1951-06-24
1951-06-25,,Reggiana,ITA,2,1420.77380371,1951-09-09
1951-09-10,,Reggiana,ITA,2,1416.10180664,1951-09-16
1951-09-17,,Reggiana,ITA,2,1421.91589355,1951-09-23
1951-09-24,,Reggiana,ITA,2,1425.25598145,1951-09-30
1951-10-01,,Reggiana,ITA,2,1420.96826172,1951-10-07
1951-10-08,,Reggiana,ITA,2,1427.7890625,1951-10-14
1951-10-15,,Reggiana,ITA,2,1423.93395996,1951-10-21
1951-10-22,,Reggiana,ITA,2,1416.89379883,1951-10-28
1951-10-29,,Reggiana,ITA,2,1407.96911621,1951-11-04
1951-11-05,,Reggiana,ITA,2,1413.19873047,1951-11-18
1951-11-19,,Reggiana,ITA,2,1409.86499023,1951-12-02
1951-12-03,,Reggiana,ITA,2,1414.42895508,1951-12-09
1951-12-10,,Reggiana,ITA,2,1405.53894043,1951-12-16
1951-12-17,,Reggiana,ITA,2,1416.73791504,1951-12-23
1951-12-24,,Reggiana,ITA,2,1412.9309082,1951-12-30
1951-12-31,,Reggiana,ITA,2,1417.50952148,1952-01-06
1952-01-07,,Reggiana,ITA,2,1414.48730469,1952-01-13
1952-01-14,,Reggiana,ITA,2,1412.46875,1952-01-20
1952-01-21,,Reggiana,ITA,2,1409.10424805,1952-01-27
1952-01-28,,Reggiana,ITA,2,1403.47998047,1952-02-03
1952-02-04,,Reggiana,ITA,2,1397.31677246,1952-02-10
1952-02-11,,Reggiana,ITA,2,1392.72094727,1952-02-17
1952-02-18,,Reggiana,ITA,2,1387.72509766,1952-03-02
1952-03-03,,Reggiana,ITA,2,1394.90844727,1952-03-09
1952-03-10,,Reggiana,ITA,2,1390.6730957,1952-03-16
1952-03-17,,Reggiana,ITA,2,1396.77453613,1952-03-23
1952-03-24,,Reggiana,ITA,2,1394.40197754,1952-03-30
1952-03-31,,Reggiana,ITA,2,1384.21679688,1952-04-06
1952-04-07,,Reggiana,ITA,2,1380.38549805,1952-04-13
1952-04-14,,Reggiana,ITA,2,1370.05114746,1952-04-20
1952-04-21,,Reggiana,ITA,2,1364.61535645,1952-04-27
1952-04-28,,Reggiana,ITA,2,1370.26098633,1952-05-04
1952-05-05,,Reggiana,ITA,2,1367.17175293,1952-05-11
1952-05-12,,Reggiana,ITA,2,1349.29760742,1952-05-25
1952-05-26,,Reggiana,ITA,2,1345.47265625,1952-06-01
1952-06-02,,Reggiana,ITA,2,1346.44152832,1952-06-08
1952-06-09,,Reggiana,ITA,2,1330.26757812,1952-06-15
1952-06-16,,Reggiana,ITA,2,1326.96582031,1952-06-22
1952-06-23,,Reggiana,ITA,2,1319.45581055,1952-06-26
1952-06-27,,Reggiana,ITA,2,1288.66552734,1952-06-28
1952-06-29,,Reggiana,ITA,2,1296.60375977,1952-07-07
1958-07-01,,Reggiana,ITA,2,1446.82336426,1958-09-21
1958-09-22,,Reggiana,ITA,2,1434.31616211,1958-09-24
1958-09-25,,Reggiana,ITA,2,1435.06982422,1958-09-28
1958-09-29,,Reggiana,ITA,2,1432.80444336,1958-10-01
1958-10-02,,Reggiana,ITA,2,1397.88378906,1958-10-05
1958-10-06,,Reggiana,ITA,2,1409.44458008,1958-10-12
1958-10-13,,Reggiana,ITA,2,1420.65856934,1958-10-19
1958-10-20,,Reggiana,ITA,2,1426.68847656,1958-10-26
1958-10-27,,Reggiana,ITA,2,1423.23901367,1958-11-02
1958-11-03,,Reggiana,ITA,2,1427.82421875,1958-11-16
1958-11-17,,Reggiana,ITA,2,1424.64245605,1958-11-23
1958-11-24,,Reggiana,ITA,2,1421.67602539,1958-11-30
1958-12-01,,Reggiana,ITA,2,1418.42590332,1958-12-07
1958-12-08,,Reggiana,ITA,2,1414.56872559,1958-12-14
1958-12-15,,Reggiana,ITA,2,1429.66711426,1958-12-21
1958-12-22,,Reggiana,ITA,2,1426.84143066,1958-12-28
1958-12-29,,Reggiana,ITA,2,1429.93908691,1959-01-04
1959-01-05,,Reggiana,ITA,2,1425.93798828,1959-01-11
1959-01-12,,Reggiana,ITA,2,1438.30310059,1959-01-18
1959-01-19,,Reggiana,ITA,2,1444.89477539,1959-01-25
1959-01-26,,Reggiana,ITA,2,1457.78552246,1959-02-01
1959-02-02,,Reggiana,ITA,2,1479.10180664,1959-02-08
1959-02-09,,Reggiana,ITA,2,1474.85070801,1959-02-15
1959-02-16,,Reggiana,ITA,2,1475.35852051,1959-02-22
1959-02-23,,Reggiana,ITA,2,1471.63769531,1959-03-01
1959-03-02,,Reggiana,ITA,2,1476.43969727,1959-03-08
1959-03-09,,Reggiana,ITA,2,1488.00561523,1959-03-15
1959-03-16,,Reggiana,ITA,2,1492.77380371,1959-03-19
1959-03-20,,Reggiana,ITA,2,1501.7779541,1959-03-22
1959-03-23,,Reggiana,ITA,2,1498.70751953,1959-03-29
1959-03-30,,Reggiana,ITA,2,1500.74975586,1959-04-05
1959-04-06,,Reggiana,ITA,2,1494.65722656,1959-04-12
1959-04-13,,Reggiana,ITA,2,1501.21337891,1959-04-19
1959-04-20,,Reggiana,ITA,2,1503.98583984,1959-04-26
1959-04-27,,Reggiana,ITA,2,1498.54199219,1959-05-03
1959-05-04,,Reggiana,ITA,2,1493.6373291,1959-05-10
1959-05-11,,Reggiana,ITA,2,1497.86743164,1959-05-17
1959-05-18,,Reggiana,ITA,2,1489.61560059,1959-05-24
1959-05-25,,Reggiana,ITA,2,1485.61694336,1959-05-31
1959-06-01,,Reggiana,ITA,2,1484.58703613,1959-06-06
1959-06-07,,Reggiana,ITA,2,1489.54150391,1959-09-13
1959-09-14,,Reggiana,ITA,2,1489.49719238,1959-09-20
1959-09-21,,Reggiana,ITA,2,1483.64819336,1959-09-23
1959-09-24,,Reggiana,ITA,2,1483.82922363,1959-09-27
1959-09-28,,Reggiana,ITA,2,1489.40527344,1959-10-04
1959-10-05,,Reggiana,ITA,2,1500.47399902,1959-10-11
1959-10-12,,Reggiana,ITA,2,1509.21081543,1959-10-18
1959-10-19,,Reggiana,ITA,2,1513.21704102,1959-10-25
1959-10-26,,Reggiana,ITA,2,1524.65197754,1959-11-01
1959-11-02,,Reggiana,ITA,2,1520.0435791,1959-11-04
1959-11-05,,Reggiana,ITA,2,1513.50097656,1959-11-08
1959-11-09,,Reggiana,ITA,2,1507.99487305,1959-11-15
1959-11-16,,Reggiana,ITA,2,1501.2644043,1959-11-22
1959-11-23,,Reggiana,ITA,2,1499.45117188,1959-11-25
1959-11-26,,Reggiana,ITA,2,1495.95275879,1959-11-29
1959-11-30,,Reggiana,ITA,2,1489.74768066,1959-12-13
1959-12-14,,Reggiana,ITA,2,1485.36499023,1959-12-20
1959-12-21,,Reggiana,ITA,2,1481.84594727,1959-12-27
1959-12-28,,Reggiana,ITA,2,1475.5333252,1960-01-03
1960-01-04,,Reggiana,ITA,2,1480.90856934,1960-01-10
1960-01-11,,Reggiana,ITA,2,1475.35192871,1960-01-17
1960-01-18,,Reggiana,ITA,2,1480.80493164,1960-01-24
1960-01-25,,Reggiana,ITA,2,1472.82397461,1960-01-31
1960-02-01,,Reggiana,ITA,2,1462.21899414,1960-02-08
1960-02-09,,Reggiana,ITA,2,1467.10412598,1960-02-15
1960-02-16,,Reggiana,ITA,2,1469.71813965,1960-02-21
1960-02-22,,Reggiana,ITA,2,1475.16870117,1960-02-28
1960-02-29,,Reggiana,ITA,2,1479.53076172,1960-03-06
1960-03-07,,Reggiana,ITA,2,1491.15393066,1960-03-13
1960-03-14,,Reggiana,ITA,2,1495.47241211,1960-03-20
1960-03-21,,Reggiana,ITA,2,1498.75830078,1960-03-27
1960-03-28,,Reggiana,ITA,2,1495.2923584,1960-04-03
1960-04-04,,Reggiana,ITA,2,1498.76367188,1960-04-10
1960-04-11,,Reggiana,ITA,2,1495.88244629,1960-04-17
1960-04-18,,Reggiana,ITA,2,1491.82653809,1960-04-24
1960-04-25,,Reggiana,ITA,2,1493.46374512,1960-05-01
1960-05-02,,Reggiana,ITA,2,1483.79882812,1960-05-08
1960-05-09,,Reggiana,ITA,2,1487.84741211,1960-05-15
1960-05-16,,Reggiana,ITA,2,1489.36828613,1960-05-22
1960-05-23,,Reggiana,ITA,2,1475.50524902,1960-05-26
1960-05-27,,Reggiana,ITA,2,1469.96008301,1960-05-29
1960-05-30,,Reggiana,ITA,2,1474.23913574,1960-06-05
1960-06-06,,Reggiana,ITA,2,1467.71630859,1960-09-21
1960-09-22,,Reggiana,ITA,2,1467.48217773,1960-09-25
1960-09-26,,Reggiana,ITA,2,1460.85668945,1960-10-02
1960-10-03,,Reggiana,ITA,2,1456.5892334,1960-10-09
1960-10-10,,Reggiana,ITA,2,1459.3260498,1960-10-12
1960-10-13,,Reggiana,ITA,2,1434.81384277,1960-10-16
1960-10-17,,Reggiana,ITA,2,1434.42126465,1960-10-23
1960-10-24,,Reggiana,ITA,2,1421.94030762,1960-10-30
1960-10-31,,Reggiana,ITA,2,1424.68188477,1960-11-06
1960-11-07,,Reggiana,ITA,2,1428.66259766,1960-11-13
1960-11-14,,Reggiana,ITA,2,1434.50439453,1960-11-20
1960-11-21,,Reggiana,ITA,2,1428.21459961,1960-11-27
1960-11-28,,Reggiana,ITA,2,1433.13439941,1960-12-04
1960-12-05,,Reggiana,ITA,2,1446.21801758,1960-12-11
1960-12-12,,Reggiana,ITA,2,1438.97961426,1960-12-18
1960-12-19,,Reggiana,ITA,2,1449.0411377,1960-12-25
1960-12-26,,Reggiana,ITA,2,1456.61315918,1961-01-01
1961-01-02,,Reggiana,ITA,2,1453.53149414,1961-01-08
1961-01-09,,Reggiana,ITA,2,1445.96984863,1961-01-15
1961-01-16,,Reggiana,ITA,2,1438.6583252,1961-01-22
1961-01-23,,Reggiana,ITA,2,1444.85766602,1961-01-29
1961-01-30,,Reggiana,ITA,2,1437.26342773,1961-02-05
1961-02-06,,Reggiana,ITA,2,1444.99060059,1961-02-12
1961-02-13,,Reggiana,ITA,2,1455.72106934,1961-02-19
1961-02-20,,Reggiana,ITA,2,1459.62988281,1961-02-26
1961-02-27,,Reggiana,ITA,2,1465.45324707,1961-03-05
1961-03-06,,Reggiana,ITA,2,1459.53881836,1961-03-12
1961-03-13,,Reggiana,ITA,2,1464.40515137,1961-03-19
1961-03-20,,Reggiana,ITA,2,1459.96289062,1961-03-26
1961-03-27,,Reggiana,ITA,2,1451.73474121,1961-04-02
1961-04-03,,Reggiana,ITA,2,1455.22619629,1961-04-09
1961-04-10,,Reggiana,ITA,2,1466.11279297,1961-04-16
1961-04-17,,Reggiana,ITA,2,1478.12414551,1961-04-23
1961-04-24,,Reggiana,ITA,2,1482.24780273,1961-04-30
1961-05-01,,Reggiana,ITA,2,1485.44580078,1961-05-07
1961-05-08,,Reggiana,ITA,2,1487.37524414,1961-05-11
1961-05-12,,Reggiana,ITA,2,1490.15393066,1961-05-14
1961-05-15,,Reggiana,ITA,2,1472.87841797,1961-05-21
1961-05-22,,Reggiana,ITA,2,1478.38110352,1961-05-28
1961-05-29,,Reggiana,ITA,2,1474.08605957,1961-06-04
1961-06-05,,Reggiana,ITA,2,1470.98620605,1961-09-03
1961-09-04,,Reggiana,ITA,2,1488.53686523,1961-09-10
1961-09-11,,Reggiana,ITA,2,1491.19421387,1961-09-17
1961-09-18,,Reggiana,ITA,2,1498.31762695,1961-09-20
1961-09-21,,Reggiana,ITA,2,1499.25622559,1961-09-24
1961-09-25,,Reggiana,ITA,2,1490.42321777,1961-09-27
1961-09-28,,Reggiana,ITA,2,1490.96264648,1961-10-01
1961-10-02,,Reggiana,ITA,2,1484.86071777,1961-10-08
1961-10-09,,Reggiana,ITA,2,1471.90551758,1961-10-22
1961-10-23,,Reggiana,ITA,2,1466.16625977,1961-10-25
1961-10-26,,Reggiana,ITA,2,1472.11206055,1961-10-29
1961-10-30,,Reggiana,ITA,2,1478.67480469,1961-11-05
1961-11-06,,Reggiana,ITA,2,1480.51574707,1961-11-08
1961-11-09,,Reggiana,ITA,2,1489.08447266,1961-11-15
1961-11-16,,Reggiana,ITA,2,1496.9197998,1961-11-19
1961-11-20,,Reggiana,ITA,2,1494.46032715,1961-11-22
1961-11-23,,Reggiana,ITA,2,1511.38305664,1961-11-26
1961-11-27,,Reggiana,ITA,2,1517.31665039,1961-12-03
1961-12-04,,Reggiana,ITA,2,1507.37817383,1961-12-10
1961-12-11,,Reggiana,ITA,2,1499.17089844,1961-12-17
1961-12-18,,Reggiana,ITA,2,1502.24584961,1961-12-24
1961-12-25,,Reggiana,ITA,2,1497.06103516,1961-12-31
1962-01-01,,Reggiana,ITA,2,1493.54162598,1962-01-07
1962-01-08,,Reggiana,ITA,2,1488.33630371,1962-01-14
1962-01-15,,Reggiana,ITA,2,1479.87988281,1962-01-21
1962-01-22,,Reggiana,ITA,2,1483.13415527,1962-01-28
1962-01-29,,Reggiana,ITA,2,1480.00708008,1962-02-04
1962-02-05,,Reggiana,ITA,2,1489.12915039,1962-02-11
1962-02-12,,Reggiana,ITA,2,1492.57189941,1962-02-14
1962-02-15,,Reggiana,ITA,2,1489.53076172,1962-02-18
1962-02-19,,Reggiana,ITA,2,1485.35241699,1962-02-21
1962-02-22,,Reggiana,ITA,2,1483.98425293,1962-02-25
1962-02-26,,Reggiana,ITA,2,1479.33190918,1962-02-26
1962-02-27,,Reggiana,ITA,2,1482.20458984,1962-02-27
1962-02-28,,Reggiana,ITA,2,1484.55285645,1962-02-28
1962-03-01,,Reggiana,ITA,2,1478.90063477,1962-03-04
1962-03-05,,Reggiana,ITA,2,1473.4440918,1962-03-11
1962-03-12,,Reggiana,ITA,2,1470.12341309,1962-03-18
1962-03-19,,Reggiana,ITA,2,1465.21350098,1962-03-21
1962-03-22,,Reggiana,ITA,2,1470.22460938,1962-03-25
1962-03-26,,Reggiana,ITA,2,1458.84375,1962-04-01
1962-04-02,,Reggiana,ITA,2,1455.02453613,1962-04-08
1962-04-09,,Reggiana,ITA,2,1468.15100098,1962-04-11
1962-04-12,,Reggiana,ITA,2,1479.46789551,1962-04-15
1962-04-16,,Reggiana,ITA,2,1475.73681641,1962-04-22
1962-04-23,,Reggiana,ITA,2,1473.97998047,1962-04-29
1962-04-30,,Reggiana,ITA,2,1476.3840332,1962-05-06
1962-05-07,,Reggiana,ITA,2,1476.58520508,1962-05-10
1962-05-11,,Reggiana,ITA,2,1477.23803711,1962-05-13
1962-05-14,,Reggiana,ITA,2,1472.82861328,1962-05-20
1962-05-21,,Reggiana,ITA,2,1462.01013184,1962-05-27
1962-05-28,,Reggiana,ITA,2,1458.4876709,1962-06-03
1962-06-04,,Reggiana,ITA,2,1455.30480957,1962-07-01
1964-07-01,,Reggiana,ITA,2,1457.63061523,1964-09-09
1964-09-10,,Reggiana,ITA,2,1456.79553223,1964-09-13
1964-09-14,,Reggiana,ITA,2,1454.01074219,1964-09-20
1964-09-21,,Reggiana,ITA,2,1467.22644043,1964-09-23
1964-09-24,,Reggiana,ITA,2,1467.62744141,1964-09-27
1964-09-28,,Reggiana,ITA,2,1464.56518555,1964-10-04
1964-10-05,,Reggiana,ITA,2,1476.80688477,1964-10-07
1964-10-08,,Reggiana,ITA,2,1478.48681641,1964-10-11
1964-10-12,,Reggiana,ITA,2,1486.86987305,1964-10-14
1964-10-15,,Reggiana,ITA,2,1480.79394531,1964-10-18
1964-10-19,,Reggiana,ITA,2,1475.83276367,1964-10-25
1964-10-26,,Reggiana,ITA,2,1475.67175293,1964-11-01
1964-11-02,,Reggiana,ITA,2,1478.17236328,1964-11-11
1964-11-12,,Reggiana,ITA,2,1478.9095459,1964-11-15
1964-11-16,,Reggiana,ITA,2,1489.41540527,1964-11-22
1964-11-23,,Reggiana,ITA,2,1500.00268555,1964-11-29
1964-11-30,,Reggiana,ITA,2,1488.74267578,1964-12-03
1964-12-04,,Reggiana,ITA,2,1489.30761719,1964-12-06
1964-12-07,,Reggiana,ITA,2,1487.4173584,1964-12-13
1964-12-14,,Reggiana,ITA,2,1492.47253418,1964-12-20
1964-12-21,,Reggiana,ITA,2,1496.53430176,1964-12-27
1964-12-28,,Reggiana,ITA,2,1491.91186523,1965-01-10
1965-01-11,,Reggiana,ITA,2,1501.55517578,1965-01-17
1965-01-18,,Reggiana,ITA,2,1506.41210938,1965-01-24
1965-01-25,,Reggiana,ITA,2,1519.58862305,1965-01-31
1965-02-01,,Reggiana,ITA,2,1516.24645996,1965-02-07
1965-02-08,,Reggiana,ITA,2,1525.18286133,1965-02-14
1965-02-15,,Reggiana,ITA,2,1521.57983398,1965-02-17
1965-02-18,,Reggiana,ITA,2,1523.96337891,1965-02-21
1965-02-22,,Reggiana,ITA,2,1531.48132324,1965-02-28
1965-03-01,,Reggiana,ITA,2,1525.90368652,1965-03-03
1965-03-04,,Reggiana,ITA,2,1523.26171875,1965-03-07
1965-03-08,,Reggiana,ITA,2,1527.34814453,1965-03-14
1965-03-15,,Reggiana,ITA,2,1515.05432129,1965-03-17
1965-03-18,,Reggiana,ITA,2,1522.9732666,1965-03-21
1965-03-22,,Reggiana,ITA,2,1528.01599121,1965-03-28
1965-03-29,,Reggiana,ITA,2,1523.35754395,1965-04-11
1965-04-12,,Reggiana,ITA,2,1518.14428711,1965-04-18
1965-04-19,,Reggiana,ITA,2,1512.14208984,1965-04-20
1965-04-21,,Reggiana,ITA,2,1515.53857422,1965-04-25
1965-04-26,,Reggiana,ITA,2,1510.33081055,1965-04-27
1965-04-28,,Reggiana,ITA,2,1506.96728516,1965-05-02
1965-05-03,,Reggiana,ITA,2,1502.52770996,1965-05-04
1965-05-05,,Reggiana,ITA,2,1497.75463867,1965-05-05
1965-05-06,,Reggiana,ITA,2,1486.0637207,1965-05-09
1965-05-10,,Reggiana,ITA,2,1489.03637695,1965-05-12
1965-05-13,,Reggiana,ITA,2,1496.46350098,1965-05-16
1965-05-17,,Reggiana,ITA,2,1493.91027832,1965-05-23
1965-05-24,,Reggiana,ITA,2,1491.18261719,1965-05-27
1965-05-28,,Reggiana,ITA,2,1495.14733887,1965-05-30
1965-05-31,,Reggiana,ITA,2,1487.82397461,1965-06-06
1965-06-07,,Reggiana,ITA,2,1487.70410156,1965-06-13
1965-06-14,,Reggiana,ITA,2,1479.86791992,1965-06-20
1965-06-21,,Reggiana,ITA,2,1488.13977051,1965-09-05
1965-09-06,,Reggiana,ITA,2,1487.72009277,1965-09-12
1965-09-13,,Reggiana,ITA,2,1497.95202637,1965-09-19
1965-09-20,,Reggiana,ITA,2,1490.34301758,1965-09-26
1965-09-27,,Reggiana,ITA,2,1485.28820801,1965-09-29
1965-09-30,,Reggiana,ITA,2,1486.31835938,1965-10-03
1965-10-04,,Reggiana,ITA,2,1482.4855957,1965-10-10
1965-10-11,,Reggiana,ITA,2,1488.01660156,1965-10-13
1965-10-14,,Reggiana,ITA,2,1479.49206543,1965-10-17
